Category,Country,Region,Site_Name,Year,Danger,Longitude,Latitude,Area,Age,Area_Category,Danger_Status,Decade
Cultural,Greece,Europe and North America,Old Town of Corfu,2007,0,19.9275,39.62394139,70.0,19,Small,Safe,2000
Natural,China,Asia and the Pacific,South China Karst,2007,0,110.3544444,24.92333333,49537.0,19,Medium,Safe,2000
Cultural,China,Asia and the Pacific,Kaiping Diaolou and Villages,2007,0,112.5658611,22.28551944,371.948,19,Small,Safe,2000
Cultural,South Africa,Africa,Richtersveld Cultural and Botanical Landscape,2007,0,17.20388889,-28.6,160000.0,19,Large,Safe,2000
Cultural,Canada,Europe and North America,Rideau Canal,2007,0,-75.765125,44.99438611,21454.81,19,Medium,Safe,2000
Cultural,Namibia,Africa,Twyfelfontein or /Ui-//aes,2007,0,14.37258333,-20.59558333,57.4269,19,Small,Safe,2000
Mixed,Gabon,Africa,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,2007,0,11.5,-0.5,491291.0,19,Large,Safe,2000
Cultural,Switzerland,Europe and North America,"Lavaux, Vineyard Terraces",2007,0,6.746111111,46.49194444,898.0,19,Small,Safe,2000
Cultural,Australia,Asia and the Pacific,Sydney Opera House,2007,0,151.2152778,-33.85666667,5.8,19,Small,Safe,2000
Natural,Madagascar,Africa,Rainforests of the Atsinanana,2007,1,49.7025,-14.45972222,479660.7,19,Large,In Danger,2000
Cultural,France,Europe and North America,Fortifications of Vauban,2008,0,6.026944444,47.23611111,1153.16,18,Small,Safe,2000
Natural,Kazakhstan,Asia and the Pacific,Saryarka – Steppe and Lakes of Northern Kazakhstan,2008,0,69.18888889,50.43333333,450344.0,18,Large,Safe,2000
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Armenian Monastic Ensembles of Iran,2008,0,45.47333333,38.97888889,129.2819,18,Small,Safe,2000
Cultural,Kenya,Africa,Sacred Mijikenda Kaya Forests,2008,0,39.59611111,-3.931944444,1538.0,18,Small,Safe,2000
Cultural,Slovakia,Europe and North America,Wooden Churches of the Slovak part of the Carpathian Mountain Area,2008,0,19.55833333,49.33611111,2.5644,18,Small,Safe,2000
Cultural,Cuba,Latin America and the Caribbean,Historic Centre of Camagüey,2008,0,-77.91861111,21.37861111,54.0,18,Small,Safe,2000
Cultural,Saudi Arabia,Arab States,Al-Hijr Archaeological Site (Madâin Sâlih),2008,0,37.955,26.78361111,1621.2,18,Small,Safe,2000
Cultural,San Marino,Europe and North America,San Marino Historic Centre and Mount Titano,2008,0,12.45194444,43.93277778,55.0,18,Small,Safe,2000
Cultural,Mauritius,Africa,Le Morne Cultural Landscape,2008,0,57.32833333,-20.45194444,349.6,18,Small,Safe,2000
Natural,Yemen,Arab States,Socotra Archipelago,2008,0,53.83333333,12.5,410460.0,18,Large,Safe,2000
Cultural,China,Asia and the Pacific,Fujian <em>Tulou</em>,2008,0,117.6858333,25.02305556,152.65,18,Small,Safe,2000
Cultural,Malaysia,Asia and the Pacific,"Melaka and George Town, Historic Cities of the Straits of Malacca",2008,0,100.3458333,5.421388889,218.76,18,Small,Safe,2000
Natural,Mexico,Latin America and the Caribbean,Monarch Butterfly Biosphere Reserve,2008,0,-100.2416667,19.60638889,13551.552,18,Medium,Safe,2000
Cultural,Mexico,Latin America and the Caribbean,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,2008,0,-100.7463889,20.91444444,46.95,18,Small,Safe,2000
Cultural,Vanuatu,Asia and the Pacific,Chief Roi Mata’s Domain,2008,0,168.1777194,-17.62806944,886.31,18,Small,Safe,2000
Natural,France,Europe and North America,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2008,0,164.5663889,-20.41194444,1574300.0,18,Large,Safe,2000
Natural,Iceland,Europe and North America,Surtsey,2008,0,-20.60222222,63.30305556,3370.0,18,Small,Safe,2000
Cultural,Papua New Guinea,Asia and the Pacific,Kuk Early Agricultural Site,2008,0,144.3317222,-5.783711111,116.0,18,Small,Safe,2000
Cultural,Germany,Europe and North America,Berlin Modernism Housing Estates,2008,0,13.45,52.44833333,88.1,18,Small,Safe,2000
Cultural,Italy,Europe and North America,Mantua and Sabbioneta,2008,0,10.79444444,45.15944444,235.0,18,Small,Safe,2000
Cultural,Israel,Europe and North America,Bahá’i Holy Places in Haifa and the Western Galilee,2008,0,34.97164889,32.82939667,62.58,18,Small,Safe,2000
Natural,China,Asia and the Pacific,Mount Sanqingshan National Park,2008,0,118.0644444,28.91583333,22950.0,18,Medium,Safe,2000
Cultural,Cambodia,Asia and the Pacific,Temple of Preah Vihear,2008,0,104.6838889,14.38833333,154.7,18,Small,Safe,2000
Natural,Switzerland,Europe and North America,Swiss Tectonic Arena Sardona,2008,0,9.25,46.91666667,32850.0,18,Medium,Safe,2000
Natural,Canada,Europe and North America,Joggins Fossil Cliffs,2008,0,-64.43583333,45.70972222,689.0,18,Small,Safe,2000
Cultural,"Italy,Switzerland",Europe and North America,Rhaetian Railway in the Albula / Bernina Landscapes,2008,0,9.846388889,46.49833333,152.42,18,Small,Safe,2000
Cultural,Croatia,Europe and North America,Stari Grad Plain,2008,0,16.63861111,43.18166667,1376.53,18,Small,Safe,2000
Cultural,Belgium,Europe and North America,Stoclet House,2009,0,4.416111111,50.835,0.86,17,Small,Safe,2000
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Shushtar Historical Hydraulic System,2009,0,48.83583333,32.01861111,240.4152,17,Small,Safe,2000
Cultural,Peru,Latin America and the Caribbean,Sacred City of Caral-Supe,2009,0,-77.52138889,-10.89166667,626.36,17,Small,Safe,2000
Cultural,Burkina Faso,Africa,Ruins of Loropéni,2009,0,-3.583333333,10.25,1.113,17,Small,Safe,2000
Cultural,Republic of Korea,Asia and the Pacific,Royal Tombs of the Joseon Dynasty,2009,0,128.4527778,37.19722222,1891.2,17,Small,Safe,2000
Cultural,Kyrgyzstan,Asia and the Pacific,Sulaiman-Too Sacred Mountain,2009,0,72.78277778,40.53111111,112.0,17,Small,Safe,2000
Cultural,Switzerland,Europe and North America,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",2009,0,6.832777778,47.10388889,283.9,17,Small,Safe,2000
Cultural,Cabo Verde,Africa,"Cidade Velha, Historic Centre of Ribeira Grande",2009,0,-23.60519444,14.91513889,209.1,17,Small,Safe,2000
Natural,"Denmark,Germany,Netherlands",Europe and North America,Wadden Sea,2009,0,8.556111111,53.52861111,0.0,17,Small,Safe,2000
Cultural,China,Asia and the Pacific,Mount Wutai,2009,0,113.5633333,39.03055556,18415.0,17,Medium,Safe,2000
Cultural,Spain,Europe and North America,Tower of Hercules,2009,0,-8.406388889,43.38583333,233.0,17,Small,Safe,2000
Natural,Italy,Europe and North America,The Dolomites,2009,0,12.16305556,46.61305556,141902.8,17,Large,Safe,2000
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Pontcysyllte Aqueduct and Canal,2009,0,-3.087777778,52.97027778,105.0,17,Small,Safe,2000
Cultural,Brazil,Latin America and the Caribbean,São Francisco Square in the Town of São Cristóvão,2010,0,-37.21,-11.01611111,3.0,16,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Tabriz Historic Bazaar Complex,2010,0,46.29305556,38.08138889,28.9733,16,Small,Safe,2010
Natural,China,Asia and the Pacific,China Danxia,2010,0,106.0425,28.42194444,82151.0,16,Medium,Safe,2010
Cultural,China,Asia and the Pacific,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,2010,0,113.0677194,34.45874722,825.0,16,Small,Safe,2010
Cultural,Tajikistan,Asia and the Pacific,Proto-urban Site of Sarazm,2010,0,67.46027778,39.50777778,15.93,16,Small,Safe,2010
Cultural,Marshall Islands,Asia and the Pacific,Bikini Atoll Nuclear Test Site,2010,0,165.3805556,11.6,73500.0,16,Medium,Safe,2010
Mixed,United States of America,Europe and North America,Papahānaumokuākea,2010,0,-170.14582,25.34907,36207499.0,16,Large,Safe,2010
Cultural,Republic of Korea,Asia and the Pacific,Historic Villages of Korea: Hahoe and Yangdong,2010,0,128.5166667,36.53916667,599.6,16,Small,Safe,2010
Cultural,Australia,Asia and the Pacific,Australian Convict Sites,2010,0,150.9944444,-33.37833333,1502.51,16,Small,Safe,2010
Natural,Russian Federation,Europe and North America,Putorana Plateau,2010,0,94.15805556,69.04694444,1887251.0,16,Large,Safe,2010
Natural,France,Europe and North America,"Pitons, cirques and remparts of Reunion Island",2010,0,55.48,-21.09944444,105838.0,16,Large,Safe,2010
Cultural,France,Europe and North America,Episcopal City of Albi,2010,0,2.1425,43.92833333,19.47,16,Small,Safe,2010
Cultural,Netherlands,Europe and North America,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,2010,0,4.887777778,52.365,198.2,16,Small,Safe,2010
Cultural,Mexico,Latin America and the Caribbean,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,2010,0,-96.42111111,16.95083333,1515.17,16,Small,Safe,2010
Cultural,Viet Nam,Asia and the Pacific,Central Sector of the Imperial Citadel of Thang Long - Hanoi,2010,0,105.8372222,21.03944444,18.395,16,Small,Safe,2010
Natural,Sri Lanka,Asia and the Pacific,Central Highlands of Sri Lanka,2010,0,80.8021,7.45245,56844.0,16,Medium,Safe,2010
Natural,Kiribati,Asia and the Pacific,Phoenix Islands Protected Area,2010,0,-172.8575,-3.649722222,40825000.0,16,Large,Safe,2010
Cultural,Mexico,Latin America and the Caribbean,Camino Real de Tierra Adentro,2010,0,-102.3791667,22.60805556,3101.91,16,Small,Safe,2010
Cultural,India,Asia and the Pacific,"The Jantar Mantar, Jaipur",2010,0,75.825,26.92472222,1.8652,16,Small,Safe,2010
Cultural,Saudi Arabia,Arab States,At-Turaif District in ad-Dir'iyah,2010,0,46.57246667,24.73413333,28.78,16,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,2010,0,48.29138889,38.24861111,2.1353,16,Small,Safe,2010
Natural,Japan,Asia and the Pacific,Ogasawara Islands,2011,0,142.0997222,27.71833333,7939.0,15,Small,Safe,2010
Cultural,Japan,Asia and the Pacific,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",2011,0,141.1077778,39.00111111,176.2,15,Small,Safe,2010
Natural,Kenya,Africa,Kenya Lake System in the Great Rift Valley,2011,0,36.24,-0.4425,32034.0,15,Medium,Safe,2010
Cultural,Ethiopia,Africa,Konso Cultural Landscape,2011,0,37.4,5.3,23000.0,15,Medium,Safe,2010
Mixed,Jordan,Arab States,Wadi Rum Protected Area,2011,0,35.43388889,29.63972222,74179.7,15,Medium,Safe,2010
Cultural,Kenya,Africa,"Fort Jesus, Mombasa",2011,0,39.67944444,-4.062777778,2.36,15,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,The Persian Garden,2011,0,53.16666667,30.16666667,716.35,15,Small,Safe,2010
Cultural,Germany,Europe and North America,Fagus Factory in Alfeld,2011,0,9.811111111,51.98361111,1.88,15,Small,Safe,2010
Cultural,"Austria,France,Germany,Italy,Slovenia,Switzerland",Europe and North America,Prehistoric Pile Dwellings around the Alps,2011,0,8.2075,47.27833333,274.2,15,Small,Safe,2010
Natural,Australia,Asia and the Pacific,Ningaloo Coast,2011,0,113.8102778,-22.5625,705015.0,15,Large,Safe,2010
Cultural,Viet Nam,Asia and the Pacific,Citadel of the Ho Dynasty,2011,0,105.6047222,20.07805556,155.5,15,Small,Safe,2010
Cultural,Senegal,Africa,Saloum Delta,2011,0,-16.49861111,13.83527778,145811.0,15,Large,Safe,2010
Cultural,Ukraine,Europe and North America,Residence of Bukovinian and Dalmatian Metropolitans,2011,0,25.92472222,48.29666667,8.0,15,Small,Safe,2010
Cultural,Barbados,Latin America and the Caribbean,Historic Bridgetown and its Garrison,2011,0,-59.61388889,13.09666667,187.0,15,Small,Safe,2010
Cultural,France,Europe and North America,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",2011,0,3.473055556,44.22027778,302319.0,15,Large,Safe,2010
Cultural,United Arab Emirates,Arab States,"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",2011,0,55.80638889,24.06777778,4945.45,15,Small,Safe,2010
Cultural,Colombia,Latin America and the Caribbean,Coffee Cultural Landscape of Colombia,2011,0,-75.68166667,5.471666667,141120.0,15,Large,Safe,2010
Cultural,Italy,Europe and North America,Longobards in Italy. Places of the Power (568-774 A.D.),2011,0,13.43305556,46.09416667,14.08,15,Small,Safe,2010
Cultural,Sudan,Arab States,Archaeological Sites of the Island of Meroe,2011,0,33.71666667,16.93333333,2357.36,15,Small,Safe,2010
Cultural,Spain,Europe and North America,Cultural Landscape of the Serra de Tramuntana,2011,0,2.694722222,39.73083333,30745.0,15,Medium,Safe,2010
Cultural,Nicaragua,Latin America and the Caribbean,León Cathedral,2011,0,-86.87805556,12.435,0.77,15,Small,Safe,2010
Cultural,Mongolia,Asia and the Pacific,Petroglyphic Complexes of the Mongolian Altai,2011,0,88.39527778,49.33388889,11300.0,15,Medium,Safe,2010
Cultural,Turkey,Europe and North America,Selimiye Mosque and its Social Complex,2011,0,26.55944444,41.67777778,2.5,15,Small,Safe,2010
Cultural,China,Asia and the Pacific,West Lake Cultural Landscape of Hangzhou,2011,0,120.1408333,30.2375,3322.88,15,Small,Safe,2010
Cultural,Syrian Arab Republic,Arab States,Ancient Villages of Northern Syria,2011,1,36.84416667,36.33416667,12290.0,15,Medium,In Danger,2010
Natural,"Cameroon,Central African Republic,Congo",Africa,Sangha Trinational,2012,0,16.55416667,2.609444444,746309.0,14,Large,Safe,2010
Cultural,"Slovenia,Spain",Europe and North America,Heritage of Mercury. Almadén and Idrija,2012,0,-4.838888889,38.77527778,104.1,14,Small,Safe,2010
Cultural,Sweden,Europe and North America,Decorated Farmhouses of Hälsingland,2012,0,16.19583333,61.70722222,14.84,14,Small,Safe,2010
Cultural,Canada,Europe and North America,Landscape of Grand Pré,2012,0,-64.30722222,45.11833333,1323.24,14,Small,Safe,2010
Natural,China,Asia and the Pacific,Chengjiang Fossil Site,2012,0,102.9772222,24.66888889,512.0,14,Small,Safe,2010
Cultural,Turkey,Europe and North America,Neolithic Site of Çatalhöyük,2012,0,32.82805556,37.66666667,37.0,14,Small,Safe,2010
Cultural,Brazil,Latin America and the Caribbean,Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,2012,0,-43.29138889,-22.94777778,7248.78,14,Small,Safe,2010
Natural,Chad,Africa,Lakes of Ounianga,2012,0,20.50555556,19.055,62808.0,14,Medium,Safe,2010
Cultural,China,Asia and the Pacific,Site of Xanadu,2012,0,116.1851278,42.358,25131.27,14,Medium,Safe,2010
Cultural,Côte d'Ivoire,Africa,Historic Town of Grand-Bassam,2012,0,3.736388889,5.195833333,109.89,14,Small,Safe,2010
Cultural,France,Europe and North America,Nord-Pas de Calais Mining Basin,2012,0,3.546111111,50.4625,3943.0,14,Small,Safe,2010
Cultural,Indonesia,Asia and the Pacific,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,2012,0,115.4027778,-8.259166667,19519.9,14,Medium,Safe,2010
Natural,India,Asia and the Pacific,Western Ghats,2012,0,77.24972222,8.529722222,795315.0,14,Large,Safe,2010
Cultural,Israel,Europe and North America,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,2012,0,34.96527778,32.67,54.0,14,Small,Safe,2010
Natural,Russian Federation,Europe and North America,Lena Pillars Nature Park,2012,0,127.0,60.66666667,1387000.0,14,Large,Safe,2010
Cultural,Senegal,Africa,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",2012,0,-12.84583333,12.59333333,50309.0,14,Medium,Safe,2010
Mixed,Palau,Asia and the Pacific,Rock Islands Southern Lagoon,2012,0,134.3525,7.246925,100200.0,14,Large,Safe,2010
Cultural,Palestine,Arab States,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",2012,0,35.2075,31.70435278,2.98,14,Small,Safe,2010
Cultural,Portugal,Europe and North America,Garrison Border Town of Elvas and its Fortifications,2012,0,-7.163322222,38.88061944,179.3559,14,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Gonbad-e Qābus,2012,0,55.169,37.25802778,1.4754,14,Small,Safe,2010
Cultural,Malaysia,Asia and the Pacific,Archaeological Heritage of the Lenggong Valley,2012,0,100.9723278,5.067908333,398.64,14,Small,Safe,2010
Cultural,Morocco,Arab States,"Rabat, Modern Capital and Historic City: a Shared Heritage",2012,0,-6.822777778,34.02416667,348.59,14,Small,Safe,2010
Cultural,Belgium,Europe and North America,Major Mining Sites of Wallonia,2012,0,3.838333333,50.43527778,118.07,14,Small,Safe,2010
Cultural,Bahrain,Arab States,"Pearling, Testimony of an Island Economy",2012,0,50.61351,26.24128,35086.81,14,Medium,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Masjed-e Jāmé of Isfahan  ,2012,0,51.68527778,32.66972222,2.0756,14,Small,Safe,2010
Cultural,Germany,Europe and North America,Margravial Opera House Bayreuth,2012,0,11.57861111,49.94444444,0.19,14,Small,Safe,2010
Cultural,Ukraine,Europe and North America,Ancient City of Tauric Chersonese and its Chora,2013,0,33.49138889,44.61083333,259.3752,13,Small,Safe,2010
Natural,China,Asia and the Pacific,Xinjiang Tianshan,2013,0,80.35416667,41.96833333,606833.0,13,Large,Safe,2010
Cultural,Canada,Europe and North America,Red Bay Basque Whaling Station,2013,0,-56.42952222,51.726925,312.973,13,Small,Safe,2010
Cultural,"Poland,Ukraine",Europe and North America,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,2013,0,21.03222222,49.53388889,7.03,13,Small,Safe,2010
Cultural,China,Asia and the Pacific,Cultural Landscape of Honghe Hani Rice Terraces ,2013,0,102.7799806,23.09327778,16603.22,13,Medium,Safe,2010
Natural,Italy,Europe and North America,Mount Etna,2013,0,14.99666667,37.75611111,19237.0,13,Medium,Safe,2010
Cultural,India,Asia and the Pacific,Hill Forts of Rajasthan,2013,0,74.64611111,24.88333333,0.0,13,Small,Safe,2010
Cultural,Fiji,Asia and the Pacific,Levuka Historical Port Town,2013,0,178.8345333,-17.68337778,69.6,13,Small,Safe,2010
Cultural,Portugal,Europe and North America,University of Coimbra – Alta and Sofia,2013,0,-8.425775,40.20781111,35.5,13,Small,Safe,2010
Cultural,Qatar,Arab States,Al Zubarah Archaeological Site,2013,0,51.02972222,25.97805556,415.66,13,Small,Safe,2010
Cultural,Democratic People's Republic of Korea,Asia and the Pacific,Historic Monuments and Sites in Kaesong,2013,0,126.5080556,37.98166667,494.2,13,Small,Safe,2010
Cultural,Japan,Asia and the Pacific,"Fujisan, sacred place and source of artistic inspiration",2013,0,138.7275,35.36083333,20702.1,13,Medium,Safe,2010
Cultural,Italy,Europe and North America,Medici Villas and Gardens in Tuscany,2013,0,11.30416667,43.85777778,125.4,13,Small,Safe,2010
Cultural,Niger,Africa,Historic Centre of Agadez,2013,0,7.991388889,16.97361111,77.6,13,Small,Safe,2010
Cultural,Germany,Europe and North America,Bergpark Wilhelmshöhe,2013,0,9.393055556,51.31583333,558.7,13,Small,Safe,2010
Natural,Namibia,Africa,Namib Sand Sea,2013,0,15.40777778,-24.88527778,3077700.0,13,Large,Safe,2010
Natural,Mexico,Latin America and the Caribbean,El Pinacate and Gran Desierto de Altar Biosphere Reserve,2013,0,-113.9166667,32.0,714566.0,13,Large,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Golestan Palace,2013,0,51.42051111,35.68036667,5.3,13,Small,Safe,2010
Natural,Tajikistan,Asia and the Pacific,Tajik National Park (Mountains of the Pamirs),2013,0,72.30527778,38.765,2611674.0,13,Large,Safe,2010
Cultural,Iraq,Arab States,Erbil Citadel,2014,0,44.00916667,36.19111111,15.6,12,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Shahr-i Sokhta,2014,0,61.32777778,30.59388889,275.0,12,Small,Safe,2010
Mixed,Viet Nam,Asia and the Pacific,Trang An Landscape Complex,2014,0,105.8963889,20.25666667,6226.0,12,Small,Safe,2010
Cultural,Turkey,Europe and North America,Pergamon and its Multi-Layered Cultural Landscape,2014,0,27.18,39.12583333,332.5,12,Small,Safe,2010
Cultural,Turkey,Europe and North America,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,2014,0,29.06233611,40.18473056,27.467,12,Small,Safe,2010
Cultural,Israel,Europe and North America,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,2014,0,34.89555556,31.6,259.0,12,Small,Safe,2010
Cultural,Italy,Europe and North America,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,2014,0,7.963611111,44.60861111,10789.0,12,Medium,Safe,2010
Natural,India,Asia and the Pacific,Great Himalayan National Park Conservation Area,2014,0,77.58333333,31.83333333,90540.0,12,Medium,Safe,2010
Cultural,China,Asia and the Pacific,The Grand Canal,2014,0,112.4683333,34.69388889,20819.11,12,Medium,Safe,2010
Cultural,Costa Rica,Latin America and the Caribbean,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,2014,0,-83.4775,8.911388889,24.73,12,Small,Safe,2010
Cultural,Saudi Arabia,Arab States,"Historic Jeddah, the Gate to Makkah",2014,0,39.1875,21.48388889,17.92,12,Small,Safe,2010
Cultural,Republic of Korea,Asia and the Pacific,Namhansanseong,2014,0,127.1811111,37.47888889,409.06,12,Small,Safe,2010
Cultural,Japan,Asia and the Pacific,Tomioka Silk Mill and Related Sites,2014,0,138.8877778,36.25527778,7.2,12,Small,Safe,2010
Cultural,India,Asia and the Pacific,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",2014,0,72.10166667,23.85888889,4.68,12,Small,Safe,2010
Cultural,Russian Federation,Europe and North America,Bolgar Historical and Archaeological Complex,2014,0,49.05638889,54.97888889,424.0,12,Small,Safe,2010
Natural,Botswana,Africa,Okavango Delta,2014,0,22.9,-19.28333333,2023590.0,12,Large,Safe,2010
Natural,Philippines,Asia and the Pacific,Mount Hamiguitan Range Wildlife Sanctuary,2014,0,126.1734306,6.717169444,16923.07,12,Medium,Safe,2010
Natural,Denmark,Europe and North America,Stevns Klint,2014,0,12.42333333,55.26722222,50.0,12,Small,Safe,2010
Cultural,Palestine,Arab States,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",2014,1,35.13055556,31.71972222,348.83,12,Small,In Danger,2010
Cultural,United States of America,Europe and North America,Monumental Earthworks of Poverty Point,2014,0,-91.40638889,32.63694444,163.0,12,Small,Safe,2010
Cultural,Myanmar,Asia and the Pacific,Pyu Ancient Cities,2014,0,95.81861111,22.47,5809.0,12,Small,Safe,2010
Cultural,Netherlands,Europe and North America,Van Nellefabriek,2014,0,4.418333333,51.92333333,6.94,12,Small,Safe,2010
Cultural,France,Europe and North America,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",2014,0,4.416111111,44.3875,9.0,12,Small,Safe,2010
Cultural,Germany,Europe and North America,Carolingian Westwork and Civitas Corvey,2014,0,9.41025,51.77827778,12.0,12,Small,Safe,2010
Cultural,"Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru",Latin America and the Caribbean,"Qhapaq Ñan, Andean Road System",2014,0,-69.59166667,-18.25,11406.95,12,Medium,Safe,2010
Cultural,"China,Kazakhstan,Kyrgyzstan",Asia and the Pacific,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,2014,0,108.8572222,34.30444444,42668.16,12,Medium,Safe,2010
Cultural,Saudi Arabia,Arab States,Rock Art in the Hail Region of Saudi Arabia,2015,0,40.91305556,28.01055556,2043.8,11,Small,Safe,2010
Cultural,Italy,Europe and North America,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,2015,0,13.35305556,38.11083333,6.235,11,Small,Safe,2010
Mixed,Jamaica,Latin America and the Caribbean,Blue and John Crow Mountains ,2015,0,-76.57111111,18.0775,26251.6,11,Medium,Safe,2010
Cultural,China,Asia and the Pacific,Tusi Sites,2015,0,109.9669444,28.99861111,781.28,11,Small,Safe,2010
Cultural,Singapore,Asia and the Pacific,Singapore Botanic Gardens,2015,0,103.8161111,1.315277778,49.0,11,Small,Safe,2010
Cultural,Israel,Europe and North America,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,2015,0,35.12694444,32.70222222,12.2,11,Small,Safe,2010
Cultural,Denmark,Europe and North America,The par force hunting landscape in North Zealand,2015,0,12.35777778,55.91361111,4543.0,11,Small,Safe,2010
Cultural,Denmark,Europe and North America,"Christiansfeld, a Moravian Church Settlement",2015,0,9.481388889,55.35555556,21.2,11,Small,Safe,2010
Cultural,Japan,Asia and the Pacific,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",2015,0,131.4122222,34.43055556,306.66,11,Small,Safe,2010
Cultural,Germany,Europe and North America,Speicherstadt and Kontorhaus District with Chilehaus,2015,0,9.999444444,53.54555556,26.08,11,Small,Safe,2010
Cultural,United States of America,Europe and North America,San Antonio Missions,2015,0,-98.46,29.32805556,300.8,11,Small,Safe,2010
Cultural,Norway,Europe and North America,Rjukan-Notodden Industrial Heritage Site,2015,0,8.593611111,59.87861111,4959.5,11,Small,Safe,2010
Cultural,France,Europe and North America,"The Climats, terroirs of Burgundy",2015,0,4.864444444,47.05805556,13219.0,11,Medium,Safe,2010
Cultural,Republic of Korea,Asia and the Pacific,Baekje Historic Areas,2015,0,127.1272222,36.46194444,135.1,11,Small,Safe,2010
Cultural,Mexico,Latin America and the Caribbean,Aqueduct of Padre Tembleque Hydraulic System,2015,0,-98.66256667,19.83527778,6540.0,11,Small,Safe,2010
Cultural,Mongolia,Asia and the Pacific,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,2015,0,109.0093278,48.76197778,443739.2,11,Large,Safe,2010
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,The Forth Bridge,2015,0,-3.388888889,56.00111111,7.5,11,Small,Safe,2010
Cultural,Jordan,Arab States,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),2015,0,35.55277778,31.83722222,294.155,11,Small,Safe,2010
Cultural,France,Europe and North America,"Champagne Hillsides, Houses and Cellars",2015,0,3.946111111,49.0775,1101.72,11,Small,Safe,2010
Cultural,Turkey,Europe and North America,Ephesus,2015,0,27.35944444,37.92916667,662.62,11,Small,Safe,2010
Cultural,Turkey,Europe and North America,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,2015,0,40.23930833,37.9031,521.23,11,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Susa,2015,0,48.25611111,32.18944444,350.0,11,Small,Safe,2010
Cultural,Uruguay,Latin America and the Caribbean,Fray Bentos Industrial Landscape,2015,0,-58.33166667,-33.11777778,273.8,11,Small,Safe,2010
Cultural,Iran (Islamic Republic of),Asia and the Pacific,Cultural Landscape of Maymand,2015,0,55.37555556,30.16805556,4953.85,11,Small,Safe,2010
Cultural,Brazil,Latin America and the Caribbean,Pampulha Modern Ensemble,2016,0,-43.97361111,-19.85194444,154.0,10,Small,Safe,2010
Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America,Gorham's Cave Complex,2016,0,-5.342061111,36.12266944,28.0,10,Small,Safe,2010
Natural,Sudan,Arab States,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,2016,0,37.44305556,19.73611111,260700.0,10,Large,Safe,2010
Cultural,India,Asia and the Pacific,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",2016,0,85.44388889,25.13666667,23.0,10,Small,Safe,2010
